,0
0,0.03793293237686157
1,0.11503473669290543
2,0.45643752813339233
3,0.3781517446041107
4,0.15526658296585083
5,0.6514313817024231
6,0.4447559416294098
7,0.06434379518032074
8,0.46972692012786865
9,0.6147994995117188
10,0.5276986956596375
11,0.06445682048797607
12,0.7828547954559326
13,0.2157861441373825
14,0.7347415685653687
15,0.3293682932853699
16,0.0939054787158966
17,0.7414878606796265
18,0.21751797199249268
19,0.04765821993350983
20,0.06686927378177643
21,0.04359089583158493
22,0.5262441039085388
23,0.03385245427489281
24,0.5548533797264099
25,0.45224323868751526
26,0.06755083054304123
27,0.07179807126522064
28,0.1562381237745285
29,0.7149471640586853
30,0.06994199752807617
31,0.6346961855888367
32,0.11284685134887695
33,0.5040381550788879
34,0.1411455273628235
35,0.0514904260635376
36,0.07489123195409775
37,0.060799915343523026
38,0.7401850819587708
39,0.04588695988059044
40,0.5250952839851379
41,0.0670364573597908
42,0.21959419548511505
43,0.1368175446987152
44,0.06711623817682266
45,0.744521975517273
46,0.06440028548240662
47,0.1270797997713089
48,0.2640019357204437
49,0.17880697548389435
50,0.04710601270198822
51,0.13900364935398102
52,0.02823224663734436
53,0.04397326335310936
54,0.07190356403589249
55,0.05793784186244011
56,0.09443486481904984
57,0.8443477153778076
58,0.1051328182220459
59,0.049548812210559845
60,0.07286550104618073
61,0.42271116375923157
62,0.1188368871808052
63,0.7218823432922363
64,0.09955720603466034
65,0.48630455136299133
66,0.1857757717370987
67,0.03842080384492874
68,0.042586322873830795
69,0.48899608850479126
70,0.7273421883583069
71,0.12202762812376022
72,0.015699876472353935
73,0.06929676234722137
74,0.06956861913204193
75,0.045412857085466385
76,0.062060050666332245
77,0.060799915343523026
78,0.5864488482475281
79,0.8850097060203552
80,0.4942176043987274
81,0.2157861441373825
82,0.09929180890321732
83,0.729790985584259
84,0.045116886496543884
85,0.14898228645324707
86,0.47623729705810547
87,0.038355857133865356
88,0.6916879415512085
89,0.732184886932373
90,0.908207356929779
91,0.07786264270544052
92,0.05620758980512619
93,0.7685549259185791
94,0.3525642156600952
95,0.1603376567363739
96,0.13886946439743042
97,0.028860686346888542
98,0.05922884866595268
99,0.13881006836891174
100,0.046150531619787216
101,0.4358428418636322
102,0.13448597490787506
103,0.49419552087783813
104,0.5170789957046509
105,0.11487208306789398
106,0.7436009049415588
107,0.6353183388710022
108,0.5695546865463257
109,0.038344867527484894
110,0.6457757949829102
111,0.5450196266174316
112,0.5342480540275574
113,0.020497633144259453
114,0.672380805015564
115,0.5197426676750183
116,0.0477178655564785
117,0.4930776059627533
118,0.049777548760175705
119,0.6438582539558411
120,0.36035680770874023
121,0.06053679436445236
122,0.24062608182430267
123,0.7540819048881531
124,0.04960660636425018
125,0.049494337290525436
126,0.4359881281852722
127,0.06487787514925003
128,0.048529524356126785
129,0.11069903522729874
130,0.0336647629737854
131,0.5122284889221191
132,0.062224071472883224
133,0.02126384526491165
134,0.04588695988059044
135,0.06470619142055511
136,0.053951021283864975
137,0.08030810207128525
138,0.7096773982048035
139,0.047063734382390976
140,0.05763309448957443
141,0.527924656867981
142,0.8230916857719421
143,0.044626761227846146
144,0.06250860542058945
145,0.049494337290525436
146,0.24357271194458008
147,0.05779885873198509
148,0.08440994471311569
149,0.032569821923971176
150,0.0844075158238411
151,0.04726611077785492
152,0.08739543706178665
153,0.03651212155818939
154,0.2028219997882843
155,0.10475361347198486
156,0.03925696387887001
157,0.10111141949892044
158,0.45609909296035767
159,0.0844075158238411
160,0.5276986956596375
161,0.06623917073011398
162,0.8015914559364319
163,0.6065248847007751
164,0.04256895184516907
165,0.670048177242279
166,0.035168759524822235
167,0.08355119079351425
168,0.8349754214286804
169,0.06199275329709053
170,0.6196649074554443
171,0.049548812210559845
172,0.12286011129617691
173,0.026834696531295776
174,0.06487787514925003
175,0.48370856046676636
176,0.8368001580238342
177,0.09057885408401489
178,0.1442336142063141
179,0.064432293176651
180,0.06080097332596779
181,0.1614585965871811
182,0.09940987080335617
183,0.8714364171028137
184,0.413528710603714
185,0.06937144696712494
186,0.12313369661569595
187,0.5275505781173706
188,0.6261509656906128
189,0.1210503950715065
190,0.06076616048812866
191,0.0541321337223053
192,0.04470251500606537
193,0.7146559357643127
194,0.02122354507446289
195,0.05646182596683502
196,0.2540604770183563
197,0.5269739031791687
198,0.1382293403148651
199,0.03931931406259537
200,0.09409022331237793
201,0.041546039283275604
202,0.026834696531295776
203,0.04451039433479309
204,0.6371943354606628
205,0.6712109446525574
206,0.058283545076847076
207,0.4796832799911499
208,0.20236362516880035
209,0.041695721447467804
210,0.08175130933523178
211,0.08169179409742355
212,0.0664917528629303
213,0.5277221202850342
214,0.045851271599531174
215,0.25062286853790283
216,0.24106340110301971
217,0.044218070805072784
218,0.08518613874912262
219,0.6267805695533752
220,0.29508599638938904
221,0.05801060050725937
222,0.2868920862674713
223,0.14521926641464233
224,0.7030745148658752
225,0.592112123966217
226,0.07753780484199524
227,0.5028942227363586
228,0.05694238096475601
229,0.08440994471311569
230,0.39240357279777527
231,0.06488357484340668
232,0.3782860338687897
233,0.7293156981468201
234,0.05572786554694176
235,0.5561195611953735
236,0.069554902613163
237,0.2104271799325943
238,0.051792118698358536
239,0.5556023120880127
240,0.41325104236602783
241,0.028219470754265785
242,0.11458483338356018
243,0.6974605917930603
244,0.2567785680294037
245,0.4973010718822479
246,0.27913036942481995
247,0.029955057427287102
248,0.06683614104986191
249,0.07428384572267532
250,0.008319712243974209
251,0.7834595441818237
252,0.489108681678772
253,0.0844075158238411
254,0.14185339212417603
255,0.7043541073799133
256,0.1725555807352066
257,0.04898488521575928
258,0.5050991773605347
259,0.64449542760849
260,0.040987301617860794
261,0.2956240475177765
262,0.1051328182220459
263,0.24174100160598755
